"asin","reviewer_id","reviewer_name","summary","review_text","overall","review_time","unix_review_time","helpful"
"0316228532","A3HQVS349OFUBM","A. Jonsdottir","Very good book - must read","I have just finisthed reading Cacual Vacancy - one of the very best books I have read in a long time, and I read a lot.This book is a masterpiece and I encourage everyone who still have to read the book to read it with open mind.We all know that J.K. Rowling is one of the very best author ever, that she has proved with her Harry Potter books.Now Ms. Rowling takes on a very different subject.  The story takes place in a little town in England and we get to know very many characters.  I just loved how Ms. Rowling put all those different characters to live and how the story played out.  For me it is a book about parents who do not take good enough care of their children.  And although the parents are all VERY different they all neglect their children in different ways. This is also a book about race for power in this small community but first and foremost the book gives us many examples of narrow minded people who do not see the whole picture.  Some caracters grow as the story folds, but most of them are stuck in their own lives and do not have it in them to understand what a community is.  Some caracters are actually vicious and have no hope.  Some live in circumstances that they have little hope of improving themselves - and certanly not if not helped.  The end is sad, but some of the people have hope for better life, especially the young ones, I think.As said before I read a lot and I have to say here that one of the reason I liked this book so much is the vocabulary.Ms. Rowling ia a master with the English language and I was delighted with so many phrases and wording.This is a bit old fashioned books with lot of caracters and reminds me of the old English Classics - only it takes place today.When I bought this book, Kindle e-book, I read some reviews before I started reading the book.  Some vere good others gave this book a very poor rating.  I can not finish my review without mentioning that I find many of the 1-2 star ratings quiet offending as so many of them are based on that this book is not a Harry Potter book and therefore the readers were disappointed.  Some gave low ratings for the price.  OK the price is not low, but compared to books by other famous writers this book lies in the same price catagori.  Some gave low ratings as they did not like the book, that I can accept.I apologize for typos and prase of words - english is not my native language.",5,"10 21, 2012",1350777600,"[0, 0]"
"0316228532","A39PGE3IDI0VY6","A. KAPLAN ""Penelopecat""","A Portrait of Ordinary Lives","JK Rowling's first novel for adults is a complex, detailed portrait of an English village, told through the vehicle of a local election to fill the casual vacancy on the parish council left by the death of Barry Fairweather. Rowling has created a complete setting that feels very real, with a geography and history and society that make a concrete impression in the reader's mind. And she's populated it with a very diverse cast of characters (well, mostly white, if I'm honest, but diverse in background and personality) whose lives I really started to get wrapped up in.What it isn't is Harry Potter book eight, so if that's what you're looking for, you're going to be disappointed. If you're looking for the same sort of detailed world-building found in the Potter books, however, you'll find that in spades. Only here, it's applied to the real world, not the fantastic.It's also not a clear-cut, straightforward tale with a beginning, a middle, and an end. Instead, it's a collection of the little moments that fill a particular period of time in a particular place. To a degree, it's got that in common with the Potter books as well, only here the small moments aren't broken up with epic battles against mythical creatures or snake-headed evil sorcerers. Make no mistake, however; this is still a book that tells a complete story. And it's a story that I found compelling and difficult to put down.I think that some fans may be disappointed at Rowling's shift from the epic to the everyday. And I don't know if that's an unfair feeling; up until now, being a JK Rowling fan was synonymous with being a Harry Potter fan. However, I hope those fans are reasonable enough to treat the book on its own merits, and acknowledge the difference between poor writing and unmet expectations. The writing here is every bit as good as her Harry Potter prose, only here it's in service to showing the small details of ordinary people living in an ordinary community. She hasn't suddenly gotten any more flowery or poetic, just more down to earth.I'm a fan of stories about communities, where disparate people lead disparate lives, and instead of focusing on one character or one event, we see the stories of their connections. This is very much that kind of book, so I really enjoyed it. Just don't try to skip ahead to the next Quiddich match, or your heart will be broken.",5,"10 5, 2012",1349395200,"[3, 8]"
"0316228532","A2MJC5LTAHD7OT","Alan Hurst","Not Harry Potter","Very different read from an author I enjoy. Small town politics and small town gossip from a British point of view. I enjoyed the characters and the character development. An enjoyable read.",4,"01 13, 2013",1358035200,"[0, 0]"
"0316228532","A1DC9TGRFSLHN7","Alan McLay","A different story to what the author usually writes.","An interesting build up to a story. Asked on characters and a limited story line. A good mystery out of the authors usual mould.",3,"11 30, 2013",1385769600,"[0, 1]"
"0316228532","A16R9A921YGDI8","Alan N. Sandomir","I can't get through it","Oy vey--this book is a mess. It is dreadfully dull.  I will slog through it somehow this year, so all is not lost but--I will never believe that Ms. Rowling wrote it.  No way.",1,"09 29, 2012",1348876800,"[17, 43]"
"0316228532","A1XN98M9JTZWQI","Albert","Dark and Depressing","A very dark and depressing view of our society.  There were too many characters introduced too quickly; I was half way through the book before I could keep them straight.  I frequently put the book down for days at a time, and continued to read it, not with interest in the story, but with a desire to finish it so I could read something else. I do not recommend it.",1,"01 6, 2013",1357430400,"[0, 1]"
"0316228532","A3NBL1TI2M3CW1","Alex C. Telander ""Alex C. Telander""","""The Casual Vacancy""","After the unfathomable success of the Harry Potter series, with over 450 million copies sold worldwide, likely making it one of the biggest phenomena of our lifetimes, J. K. Rowling is now back with her first new book in five years.  She now turns to a much more adult story about a quaint little English town where everything is most certainly not as it seems.In the idyllic west country town of Pagford, where things pass at their own pace and everything stays pretty much the same, a change is about to happen.  A respected citizen of the community, Barry Fairbrother suffers a sudden brain aneurysm and dies unexpectedly.  It is a very sad time for the family and for the community, as he touched many lives during his time, as well as being an important member of the town's council.  But Barry's passing is also the lighting of a spark that sets off an explosive chain reaction, as the empty space on the town council starts many wondering who should fill his seat, and a number of unlikely candidates come out of the woodwork.The Casual Vacancy is also the story about a number of the characters of this community, and how they begin to act and react when this person who had an effect on their lives is gone and is no longer there to provide aid and advice.  The book is by no means a happy novel, as these characters make terrible decisions that lead them down a downward spiral of despair.  By the end of the book, the reader is left hoping their might be some sort of cathartic uplift, but Rowling is going for a harsh true-to-life approach here, where things don't all of a sudden get magically better.Overall the book comes off as a letdown, slow and dragging at points, with nothing to drive the reader along to keep reading, as things get worse and worse for just about everyone it seems.  Rowling is perhaps pulling from some earlier experiences in her life before her fame and riches, as there are characters dealing with drug addiction, poverty, marital problems, and a whole host of unsavory issues.  The book also comes off somewhat amateurish, as Rowling constantly references many places throughout this imaginary town that confuse the reader, and could have easily been aided with a handy map at the beginning of the book.  Then there is the large host of characters, featuring many couples of about the same age, some even with the same first letters of their names, which often makes things confusing, and could've been helped with a simple cast list.  Finally, there is the constantly switching P.O.V. from paragraph to paragraph, without any break in between, so that the reader becomes quite untethered and lost at times.The Casual Vacancy was an experiment by Rowling in seeing what happens to a town when an important member dies and all the people he'd had an effect on begin making bad decisions that then effect the rest of the town.  By the end of the book the reader is sad over the events of the book, though Rowling makes it clear that if any of the characters had made the decision to not think of themselves for a moment and to notice that nearby person suffering and help them, things would have come out quite differently.  But because this social message is buried in the clunky format and pitfalls of the book with no satisfactory resolution, the reader is left wondering what was the point of reading this book to the last page.Originally written on January 8, 2013 Alex C. Telander.For more reviews, check out the BookBanter site: http://www.bookbanter.net.",2,"06 19, 2013",1371600000,"[0, 3]"
"0316228532","A1EWCAI2LJXK1L","Alice","I loved it!","I loved this book.  It is very internal which I adored - lots of what people are thinking versus how they are acting, their motives, how they view those around them and why (I would love to be - and a little scared of being! - JK Rowling's friend.  She is so perceptive!  I would constantly be wondering how she was assesing me, ha!).  Very well written.  I devoured this.",5,"10 16, 2012",1350345600,"[3, 3]"
"0316228532","A35VDLALWBXK9T","Alison J. Beardsley ""EJB""","A hard book, but a good one!","From the first couple of pages of this book, it was like curling up with an old friend. Sure, there is no magic, or huge victories over evil by the side of good, but the writing is familiar and still just as powerful. The Casual Vacancy is not a happy book, it can be downright depressing, but it's an important book to read. If this book was not written by JK Rowling, it probably would not have been published, which is a real shame. Its an important story about something that is effecting most communities due to the bad economy and harsh austerity measure. The town of Pagford is a wealthy one and when Barry Fairbrother, a do-gooder on the local council dies, a fraction of people want to get rid of the poor district of Fields and the methadone clinic. Like what is happening in the UK and the US and all over, some people would rather let the little guy fend for himself rather than work together as a community to help out everyone. The characters in the book are very flawed. The reader might agree with the views expressed by one character but hate their actions in their private lives. The adults can be huge hypocrites and just down right nasty.JK Rowling is excellent writing about the lives of teenagers and the struggles they have with their parents. Even in the midst of domestic abuse, drug abuse, and rape, by the end there is a feeling of hope. There is a sense that things can change for the better because the next generation doesn't have the same hang-ups or prejudices as their parents.Like I and many have said, it's not an easy book, its gritty and messy, and its real life.",5,"10 1, 2012",1349049600,"[12, 19]"
"0316228532","A1QMLQCPY167QQ","Alison Pheasant","AVERAGE READ","Not what I expected after Harry Potter series!  took a long time to get into and the characters were hard to follow.",3,"01 30, 2014",1391040000,"[1, 2]"
"0316228532","A3DY3EVE9Y5LHU","Alistair Blunt","The underbelly of the rural idyll","Grunge and gloom is the predominant mood of this book. I would have liked to give it 3.5 stars for its between OK and quite enjoyable but not a great book, with the JK Rowling straining the bounds of credibility at times. This community has problems. Almost all of them are either abused or in unhappy marriages or neurotic. Those that are not are self satisfied prigs. Not a nice community! But it does just about succeed in keeping one's attention and giving the reader a desire to know what happens next, which is the art of a good storyteller. Worth a read but don't expect too much.",4,"04 22, 2013",1366588800,"[0, 0]"
"0316228532","AXT054BPCXUFJ","allana","i did not like it and just skimmed through","it would be unfair to review this book  as i did not read it fully actually not much at all but amazon keeps on making it pop up and asking me for a review so i had to find a way to stop this,generally i did not buy it the school i work in had a copy lying around i skimmed and scanned and lost my interest quite quickly this of course does not mean others might not enjoy it i didnt at least those bits i rushed by ,now i hope amazon will leave me alone kisses to all and to all a good night",1,"10 10, 2012",1349827200,"[1, 2]"
"0316228532","A1SN1TWDG1XUH5","Allie","A Guilty Pleasure","Any reader who buys this book in the hope that it will be Harry Potter for grown-ups is in for a disappointment. Turning her back on the realms of magical possibilities JK Rowling sets out to prove that she can write about the actual world in all its gritty authenticity. Pagford is about as far from Hogwarts as it is possible to get; Rowling wastes no opportunity to describe all that is seamy about provincial life with its petty politics and parochialism, crime and grime; the mundane and the inane of small-town England. From a protracted flight of inspired fancy her imagination has plummeted to the slimy underbelly of life.Her characters are uber earth-bound, over- burdened by neuroses, guilty secrets and personal agendas; they are multi-flawed rather than multi-faceted; the human palette is less of light and shade than of shade and gloom, but it is not the less interesting for that. I found myself drawn into their stories much as one is drawn into one of the seedier soap operas, with a slightly ghoulish fascination for dinge and sleaze, of which the Pagford residents abound; A Casual Vacancy became a guilty pleasure.Rowling clearly draws on her experiences as a social worker to produce her characters, some of which are unnervingly vivid; Simon, for example, the mechanics of whose control over his family through fear and violence were especially well rendered. On the other hand I found Bridie, a resident of the Fields social housing estate, to be a grotesque caricature, one-dimensional and unconvincing. As a single parent, an addict and a prostitute she might have provoked a great deal of sympathy had these aspects been under-girded by an attempt at a complex, humanising psychology. But Bridie was debased by the writer, weighed down by a Neanderthal ignorance, an utter dearth of mothering instinct and no vestige of self-respect or even self-justification. Appalling personal hygiene heaped humiliation on to insult. She was, sadly, a brutish figure rather than a tragic one.Interestingly it was the teenage characters which engaged me the most. Fats is a monster but given his parenting I could completely believe why. Krystal is like a cheap chocolate truffle; hard on the outside, soft on the inside but too tainted by the additives of her circumstances to be palatable. Arf appealed to me most of all, the only character I found genuinely sympathetic. I couldn't help but speculate whether the teenagers' furtive sexual couplings and voracious consumption of internet porn hadn't formed some flip-side back-story for Harry, Ron and Hermione in the author's mind! Rowling clearly knows and understands the young person's psyche. I wonder if that isn't what she should stick with, in future.In the end the characters' relentless unpleasantness and unremitting angst did begin to feel oppressive. Oh! For someone to do something kind! For someone - anyone - to be happy! But it seemed that, in Pagford, it was too much to ask. The only kind, happy character, Barry Fairbrother, meets his demise in chapter one. His absence, both in the book and on the town council, is the vortex around which events and the hapless Pagford residents revolve. As such, I expected the election, to which the characters' political manoeuvrings all move, to be a dramatic climax, both an eruption and a resolution of the myriad issues. In fact it was something of a damp squib. The dramatic denouement comes from another, much more unexpected source.Rowling's dialogue proliferates with the F word, which some readers might find offensive. I found it pointless and rather juvenile. If it was an attempt to be `grown up' it failed. Her prose, on the other hand, is sharp and crisp, sometimes acerbic. Her gimlet eye for people's flaws is pitiless.As character-led fiction, with a lovely unity of setting, A Casual Vacancy works well . If that's what you like (and I do), you'll enjoy it. You'll also enjoy this:Lost Boys",4,"05 1, 2013",1367366400,"[0, 0]"
"0316228532","A3V41GDMAZ6AAA","Allison L Palmer","Really slow moving book","She introduces far too many characters... it's hard to keep track of who they are and their importance to the story.  i didn't get through the book.  I won't be trying to pick it up again either.",2,"12 28, 2012",1356652800,"[0, 1]"
"0316228532","A1P01LN52RTRQR","Allium","More magic from JKR","Despite the grim subject matter, JKR manages to weave her magic yet again, with an engrossing story set in ""small-town"" UK. Jo has great insight into human nature and uses her astute observations to create disturbingly authentic characters. Despite disliking most of the villagers of Pagford and the Fields,I was still compelled by their stories. I am an incorrigible optimist, so despite the tragic ending of the novel, I felt encouraged that at least some of these fictional interpersonal relationships were redeemed. I look forward to more adult novels from this discerning writer.",4,"10 22, 2012",1350864000,"[1, 1]"
"0316228532","A1NA6S4C3N2OYF","Allynn T","OK, but just that","JK Rowling is a fantastic children's author but not much of one for adults.  The characters are simplistic and there's none of the depth or inner life or descriptiveness that readers expect from adult fiction.  Even the vocabulary used by Rowling is simple, much like the Potter books.  Though the themes are adult - drug use, small-town politics, class, race/ethnicity, aging - the book is simple storytelling, surface skimming.  It was an enjoyable tale but nothing more.",3,"04 16, 2013",1366070400,"[0, 2]"
"0316228532","A2KETWPQP2TCY5","Alyssa Karounos","Okay.","The serivice was great, and although I love JKR, the book was not for me. I am a 17 year old girl (16 when I read it) and it's just not for my audience. I enjoyed reading JKR's writing again, which was beautiful. I would recommend this to someone over the age of 40.",3,"06 25, 2013",1372118400,"[1, 2]"
"0316228532","A270NCTLBDYH3G","Amanda Cole ""Sci-Fi, Fantasy, and the occasio...","Engrossing and dark","The only reason this book received 4 stars instead of 5 from me is that it subverts expectations brought on by the nature of who authored it. If you think of this book as authored by someone you don't already know, then you will likely enjoy it more. It is dark (and depressing, as others have noted) and it does take quite a while to get oriented to the vast array of characters that switch back and forth faster than you can get used to ""who was that again?""But barring those issues, this was an engaging read. The tragic heroine of Krystal is almost instantly sympathetic, and the other characters have distinctive, ""I-can-relate"" personalities that at times make you feel superior and other times make you realize that you have faults you may be unaware of, too.The story is rife with possibilities for social commentary on community responsibility to the disadvantaged and addicted. Terri Wheedon is an unfortunate poster-child for the struggle that our neighbors go through to make good choices despite their disease.I will probably read this book again.",4,"11 11, 2012",1352592000,"[1, 1]"
"0316228532","A17CRPXLIA5BVF","Amanda Cosgrove","Well written story","I really enjoyed the character development as I could relate but first half was bit slow. I'd consider 3.5 stars.",3,"02 10, 2013",1360454400,"[1, 1]"
"0316228532","A37PV5GMP2ILJC","Amanda Richards","100 shades of ""meh""","Man downIn little townCouncil seatIncompleteNothing moreWhat a boreThis tedious, overstuffed, character-heavy story takes you through the machinations of finding someone to fill a vacant council seat in a little town.  After countless repetitive chapters about the lives of the unlikable characters, each stuck in their own personal imbroglio yet linked in one way or another, you may feel the need to take a break to watch the grass grow on your front lawn.The main problem with this book is that the most interesting character physically leaves the scene in the first chapter, and by the time you finish dragging yourself through the painful ordeal of completing the book, you'll feel that he's the luckiest one of all.Amanda Richards, October 2, 2012",1,"10 2, 2012",1349136000,"[213, 274]"
"0316228532","A1ZA8WY1AKVN1Z","Amarathine","The Casual Vacancy by J.K. Rowling","In reading the other reviews, Harry Potter fans did not enjoy The Casual Vacancy by J.K. Rowling.  Sadly to say I wasn't a Harry Potter fan; therefore, with no expectations from Rowling, I enjoyed this book.  The book deals with a reality that we try to facade with the perfect home, fancy clothes and the perception of having it all together in public.  Yet, as this book does, it takes you behind closed doors of many characters to show you the issues of the characters and how those issues flow into the lives of the people  around you whether you choose to interact with them or not.  I enjoyed learning about each of the characters in detail.  It does take a few chapters to keep all the characters straight but  by the end of the book you'll feel like part of each of the characters lives.",5,"12 21, 2013",1387584000,"[3, 4]"
"0316228532","A39REA09ONOKTU","Amazon Buyer","Very glad I took a chance on this book...","Many of the reviews on Amazon do an excellent job of summarizing the plot, so I will not repeat that here.  Instead, let me summarize my reaction to this book and perhaps it will help others make up their own mind whether to read it or not.I bought this book because I am a fan of Harry Potter and think J.K. Rowling is an excellent writer.  I wanted to see what an adult book of her's would be like and I was not disappointed.  However, you need to put all thoughts of HP out of your head and it helps to forget Rowling is the author to avoid unfavorable comparisons.It would have been easy to stop reading after about 50 pages, as it is not the type of book I normally enjoy.  The little town of Pagford is filled with petty, gossipy, selfish characters who, initially, really got on my nerves, but after a while I got sucked into their stories.  No one is completely evil and no one will be nominated for sainthood either, but the dynamics between the affluent village of Pagford and their neighbors, the struggling town of Yarvil, made me care, and by the end of the novel I cared a lot.  I haven't read other reviews mentioning it, so perhaps it's only me, but that last paragraph really squeezed my heart.""The Casual Vacancy"" is well written and the social commentary will make you think.  It is not always an easy read.  Lighthearted, wry observation is equally offset by tragedy and loss.  Her teenage characters are particularly well written, while a few of the adults, such as Howard and Shirley, seem a bit over the top.  However, all the characters are written in a certain way to emphasize one point or another, so this is not a criticism.  The balance of the book, for me, was just right, and it's one of those stories I won't soon forget.Harry Potter?  No, far from it.  An excellent novel?  Yes.  For a book that I probably would not have read based on plot description alone, I was surprised by how deeply it affected my emotions.  It's not a book for everybody, and it's a different side of Rowling altogether, but I am extremely glad I gave it a chance.  In my opinion, definitely a worthwhile read.  Hope this helps.",5,"10 1, 2012",1349049600,"[24, 31]"
"0316228532","A3IDKUD32DM3Q9","Amazon Customer ""Ali""","Loved it!","I missed the characters when it was concluded.  Reminded me of a darker Maeve Binchy.  Well done!  I really enjoyed it and hope for a sequel.",5,"02 14, 2013",1360800000,"[0, 0]"
